,AdID,AdURL,AdText,HostedPage,Impressions,Currency,AdSpending,toxicity,identityAttack,insult,positivity
4531,2608426456074753,https://www.facebook.com/ads/archive/render_ad/?id=2608426456074753&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,Taking care of your heart is always important – but even more so during this pandemic. Sign up for our free weekly email with tips from doctors and other experts on how to take care of your heart during this stressful time.,Women's Heart Alliance,999,USD,99,0,0,0,1
4812,230544238231282,https://www.facebook.com/ads/archive/render_ad/?id=230544238231282&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"The Wild never sleeps - even when quarantined.

How do you make a podcast about the wild from quarantine? Wildlife expert, filmmaker, and podcast creator, Chris Morgan, answers that question and shares with us how listeners stuck in quarantine around the world are listening to the podcast and finding something vital. A huge thanks to The Wild podcast, Chris Morgan, and 94.9 KUOW Public Radio for telling this story from quarantine.",Soulcraft Allstars,999,USD,99,0,0,1,0
4813,277137427013070,https://www.facebook.com/ads/archive/render_ad/?id=277137427013070&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"I was honored to be recognized by Senator Lana Theis for my many years of public service to our community.  I want to continue to serve our community as Prosecutor and restore the Livingston County justice system that has been trashed by the current prosecutor who hides from his responsibility to uphold justice.

https://www.whmi.com/news/article/judge-david-reader-tribute-lana",David Reader for Livingston County Prosecutor,999,USD,99,0,0,0,0
4937,327477911548626,https://www.facebook.com/ads/archive/render_ad/?id=327477911548626&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Now is NOT the time to close the Midtown Greenway for a month, as proposed by Hennepin County Government.

Tell Hennepin County to build a temporary trail in the Greenway, as they promised, and keep the Greenway open as much as possible during the Fremont Bridge construction.

Contact Hennepin County here:  greenwaybridges@hennepin.us or call 612-543-4275 

https://content.govdelivery.com/accounts/MNHENNE/bulletins/2854ca6",Midtown Greenway Coalition,2999,USD,99,0,0,0,0
4962,1264332090403761,https://www.facebook.com/ads/archive/render_ad/?id=1264332090403761&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"NOW THAT'S A CAMPAIGN SIGN! My parents (God rest their souls) taught me never to do a ""half-baked"" job. So when I do something, I give it my all. If you want a Montana Public Service Commissioner with a super strong work ethic, please share my posts, VOTE, and donate to my campaign at www.JenniferFielder.com. Thank you!",Jennifer Fielder for Montana,1999,USD,99,0,0,0,1
4963,176472326986483,https://www.facebook.com/ads/archive/render_ad/?id=176472326986483&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"BIG news for Team Bolduc. The general was endorsed by fellow veteran Rep. Michael Walz and former Ambassador Eric Javits, who served under President George W. Bush.

We also released a new ad “Ready to Ride,” which lays out exactly why General Bolduc is the right man to represent New Hampshire in the Senate. Watch the new ad and learn more about the general’s history of answering the call to serve.",Don Bolduc,14999,USD,99,0,0,0,1
4968,672271733596735,https://www.facebook.com/ads/archive/render_ad/?id=672271733596735&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"US Rep Darren Soto, rural America calls on you once again to help our 42 million members in a time of need!

Learn more and take action today! #PowerOn #RuralElectric #USCongress",Cooperative Action Network,1999,USD,99,0,0,0,1
4970,906028409823567,https://www.facebook.com/ads/archive/render_ad/?id=906028409823567&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,Climate change makes flooding and wildfires bigger disasters. They aren't going to take a break while we cope with COVID-19. The climate crisis will continue to amplify disease outbreaks. Time to get prepared. Via ProPublica,New Energy Now PA,999,USD,99,0,0,0,0
4972,853113495182290,https://www.facebook.com/ads/archive/render_ad/?id=853113495182290&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"As the City of Arlington works to safely reopen, many of your favorite activities are resuming. Here's your latest Neighborhood Network News to-do list, designed with your family's safety in mind. ➡️ ow.ly/FmlY50zG8x5","City of Arlington, TX - City Hall",999,USD,99,0,0,0,1
4974,852829295206978,https://www.facebook.com/ads/archive/render_ad/?id=852829295206978&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Worried about healthcare costs or coverage for pre-existing conditions?  Want to turn your concerns into action?  You can make a difference without ever leaving your home!

No family should be forced to choose between getting the medical care they need … or paying the mortgage or the rent … or buying food.  Pre-existing conditions (such as hypertension, diabetes, heart disease, and cancer) do not have a political party -- they impact hardworking families:  Republicans, Democrats, and Independents.

Want a government that puts hardworking families first?  Want to make a difference?  It’s free, fast and easy -- and you don’t have to leave your home!  Just click here to join our team: 
 
https://www.toddrowleyforcongress.com/join-team-rowley",Todd Rowley 2020,999,USD,99,0,0,0,0
4975,255282252196281,https://www.facebook.com/ads/archive/render_ad/?id=255282252196281&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,Muslims Hate Trump. Now They Have a Reason to Like Biden. Hope you check out my new Daily Beast article on Biden aggressively courting Muslim voters. Why are Muslim voters being pursued? Well the Muslim community has now organized and has political strength in certain key swing states: https://www.thedailybeast.com/muslims-hate-trump-now-they-have-a-reason-to-like-biden,The Dean Obeidallah Show,999,USD,99,0,0,0,1
4976,3060672783954039,https://www.facebook.com/ads/archive/render_ad/?id=3060672783954039&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Nothing could make the President’s birthday better than to see your signature and warm wishes on his Official Birthday Card.

Please add your name to the President’s ONLY OFFICIAL birthday card assembled by everyone at Team TRUMP.",Donald J. Trump,999,USD,99,0,0,0,0
4977,3274200332628579,https://www.facebook.com/ads/archive/render_ad/?id=3274200332628579&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"President Trump recognizes how much support you've given him since our movement began.

But most importantly, you've proven yourself to be a true friend.

The President’s birthday is coming up on June 14th, and we want to surprise him with a card signed by his BEST supporters. This is the President’s ONLY Official Birthday Card, and it will NOT be complete without your signature and personal message. Please sign the card TODAY!",Donald J. Trump,2999,USD,99,0,0,0,1
4981,268504107672514,https://www.facebook.com/ads/archive/render_ad/?id=268504107672514&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Banking discrimination has historically blocked Black people from most wealth-building opportunities. Swipe to learn five ways a savings account can help you fight back.
––––
Follow @pushblack_finance for more stories about Black economic empowerment ✊🏿 #PushBlackFinance
.
.
.
.
.
#BlackEconomics #PushBlackBlackHistory #BlackWealthMatters #BlackWealth #BlackEducation #BlackConciousness #GenerationalWealth #BlackPeople #BlackCulture  #BlackSuccess  #BuildingBlackWealth  #BlackWealthMovement #BlackWealthAchievers #FinanciaLliteracy #WealthBuilding #BlackPower #BlackMoney #ShareBlackStories #BlackEmpowerment",PushBlack Finance,2999,USD,99,0,0,0,1
4989,249939786210703,https://www.facebook.com/ads/archive/render_ad/?id=249939786210703&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Each and every day President Trump goes to bat for the American people.

He takes on the deep state, the fake news, and the Washington liberals who want to see our movement -- built by the hard work and patriotism of Americans like you -- FAIL. 

He won’t let it happen. And he knows you won't either. That’s why he’s so proud to have you on his team.

Nothing could make the President’s birthday better than to see your signature and warm wishes on his Official Birthday Card.

Please add your name to the President’s ONLY OFFICIAL birthday card assembled by everyone at Team TRUMP.",Team Trump,999,USD,99,0,0,0,0
4993,275229390299104,https://www.facebook.com/ads/archive/render_ad/?id=275229390299104&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"ICYMI -  Yesterday we announced $90,000 has been donated for homes needing to be reconnected to water. I always worried that this would be an ongoing issue and even as early as this morning, I’ve been contacted by someone who doesn’t have water. With these dollars, PathwaysVA will be managing this relief and you can contact my office (804-452-7076) if you or someone you know needs help getting this support!",Delegate Lashrecse Aird,999,USD,99,1,0,0,1
5043,3090934350928846,https://www.facebook.com/ads/archive/render_ad/?id=3090934350928846&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,No sabes como pagar la renta? No estás solo.,Rental Affordability Act,999,USD,99,0,0,0,0
5234,1371654956556075,https://www.facebook.com/ads/archive/render_ad/?id=1371654956556075&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Thank you for your voting Alexis M. Johnson!

Click here to see what my campaign has been about:

https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.youtube.com%2Fwatch%3Fv%3D3ETYsp7A7AM%26fbclid%3DIwAR35Xv4wRG7BvXa3fhD2jmA24eoRYhq4h4siNSxqClmChJUO6Nvi53CcjlM&h=AT1beLx5IOqrCNVSz9rFHAUg2wdlnl-rU0Qc_M4aO62ZyO_Nznw1uEM90I1r8R2Adi9zgf6Zf-1IDDRmh_bzJfaEcOCPkhgDEZtEJ2fHM7Zk4ktkO0nBJHRXOhVuTZjbXRmDMErX1SL2mF-QzFJZjw",Alexis Johnson for Congress,999,USD,99,0,0,1,0
5244,267518137762178,https://www.facebook.com/ads/archive/render_ad/?id=267518137762178&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,https://www.youtube.com/watch?v=ftaVX66-new,Judge Joe Charter Campaign,999,USD,99,0,0,0,0
5246,247200153053943,https://www.facebook.com/ads/archive/render_ad/?id=247200153053943&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"We hope you had a great and heart-healthy week! We’ll leave you this week with some food for thought. #heartandsoul 

“Some people are old at 18 and some are young at 90. Time is a concept that humans created.” – Yoko Ono",Women's Heart Alliance,999,USD,99,0,0,0,1
5248,1270929143100913,https://www.facebook.com/ads/archive/render_ad/?id=1270929143100913&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,Why has Governor Tom Wolf chosen to not be transparent during an emergency? The controversy has started to define his management of COVID as questions about his decision making mount. Our VP Nate Benefield and Director of Media Michael Torres discuss on our latest podcast.,Commonwealth Foundation,3999,USD,99,0,0,0,0
5249,556161888425946,https://www.facebook.com/ads/archive/render_ad/?id=556161888425946&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,I'm in some really good company! Thank you Citizens for Excellence in Elected Leaders for your endorsement! #carson4senate2020 #fultoncountyga #cobbcountyga #southfulton #southcobb #atlanta #stayathome #earlyvoting #absenteeballot,Carson4Senate2020,999,USD,99,0,0,0,1
5251,286460336086389,https://www.facebook.com/ads/archive/render_ad/?id=286460336086389&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"No surprise here! Climate-concerned Americans are more likely to take steps to stop the spread of #coronavirus, including wearing masks in public, social distancing and disinfecting the home and personal electronics. 
#WorldWarZero #ActOnClimate #ClimateChange #climateaction #covid19",World War Zero,3999,USD,99,0,0,0,0
5252,922151641555791,https://www.facebook.com/ads/archive/render_ad/?id=922151641555791&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Glen Mills Schools Investigation 

Pennsylvania is closing the Glen Mills Schools, the oldest existing U.S. reform school, amid an investigation.

Those impacted at the  Glen Mills Schools in Pennsylvania have the right to  speak with an attorney as soon as possible.

Learn more.",Organization Abuse,14999,USD,299,0,0,0,0
5253,1607326502757239,https://www.facebook.com/ads/archive/render_ad/?id=1607326502757239&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,Thousands of Dreamers are working in the medical field or on the front lines. They deserve the certainty to continue contributing to this country!,The LIBRE Initiative,1999,USD,99,0,0,0,1
5258,2959151500845428,https://www.facebook.com/ads/archive/render_ad/?id=2959151500845428&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"🚨Endorsement Alert!🚨
Congresswoman Abby Finkenauer wants you to vote Schwartz for Supervisor in the June 2nd Democratic Primary.

“Chris Schwartz has served Black Hawk County with knowledge, passion and a commitment to working people. He’s a friend of mine, and I trust him to stand up for Iowans even in the toughest times. Please vote Chris Schwartz for Black Hawk County Supervisor in the Democratic Primary.""-Congresswoman Abby Finkenauer

For more information or to request an absentee ballot:
https://schwartzforsupervisor.com/",Chris Schwartz-Black Hawk County Supervisor,7999,USD,99,0,0,1,1
5259,280288406696737,https://www.facebook.com/ads/archive/render_ad/?id=280288406696737&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Legendary NFL Coach Don Shula, the NFL's winningest coach, believed that ""The superior man blames himself. The inferior man blames others."" 

Unfortunately, those who are supposed to be leading us during the pandemic are ""blaming others,"" rather than accepting responsibility and being willing to be held accountable. But in November, ""We, the People"" will have the opportunity to hold them accountable. Without leaving your home, you can make a difference now - join our team:
https://www.toddrowleyforcongress.com/join-team-rowley",Todd Rowley 2020,999,USD,99,0,0,0,0
